Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
200	-2664.72	-2625.39	-39.3276	1.764123	8.864436	0.465697	0.00905976	0.0223893	0.0086129	0.00379323	0.00256417	0.0462185	0.284968	0.0273814	0.345566	0.00676662	0.00657383	0.00131558	0.0094984	0.0948421	0.00723903	0.128898	0.0211378	0.120355	0.0227464	0.0978183	0.0101383	0.000583373	0.0172946	0.00766823	0.00324248	0.00850189	0.0378704	0.0499927	0.0221275	0.0560372	0.00502552	0.000917879	0.188703	0.039415	0.00119184	0.0905537	0.0313711	0.0371901	0.00304115	0.0663033	0.144855	0.577783	0.0747289	0.116161	0.301214	0.717091	0.289016	0.0182032	0.0197402	0.143463	0.245817	0.000952275	0.0745078	0.00780228	0.592314	0.13637	0.0391912	0.0186971	0.00133022	0.0993241	0.253649	0.151794	0.00372965	0.0642685	0.121584	0.0942608	0.0431905	0.00546985	0.154181	0.0928679	0.532772	0.256335	0.345873	0.0303045	0.357718	0.00211475	0.321915	0.12409	0.263395	0.627333	1.06279	2.04648	8.98529
210	-2662.48	-2628.63	-33.857	1.953577	9.497666	0.345348	0.0200824	0.0206225	0.0259901	0.00960849	0.00197936	0.078086	0.400753	0.0411795	0.387236	0.00346642	0.0110013	0.00361935	0.00634222	0.0471885	0.00474879	0.114773	0.0493567	0.0369399	0.0195339	0.125247	0.0120057	0.000946691	0.0279529	0.0028137	0.0288926	0.0081265	0.0353983	0.0529871	0.0176198	0.0326322	0.00379981	0.000693393	0.228726	0.0206187	0.000676702	0.0286929	0.077125	0.0240778	0.00317703	0.120275	0.0738741	0.396289	0.159469	0.150773	0.417043	0.324349	0.271991	0.0182039	0.0137345	0.141701	0.191586	0.00148511	0.0766703	0.0135014	0.461904	0.13075	0.0285439	0.0101828	0.000678521	0.131014	0.101128	0.166216	0.00532183	0.0583203	0.0917261	0.0853838	0.0593079	0.0120697	0.0833181	0.0496874	0.464553	0.240855	0.697209	0.0217516	0.29342	0.00272403	0.297238	0.126555	0.287669	0.649985	1.06878	1.99356	8.350869
220	-2668.89	-2623.4	-45.4901	1.515907	8.085834	0.427455	0.0164622	0.0183582	0.00701531	0.018384	0.0038482	0.0700588	0.282741	0.0775684	0.437537	0.00290292	0.0299335	0.00380893	0.0157618	0.131519	0.0131497	0.18831	0.0547999	0.0470233	0.0289285	0.128794	0.0128808	0.00209947	0.0766322	0.0056705	0.00920224	0.00770115	0.0136959	0.0770206	0.00449271	0.0537051	0.00139246	0.000782383	0.129127	0.0439305	0.00236765	0.068597	0.0794834	0.0609849	0.0060258	0.111528	0.0356838	0.731867	0.17201	0.148413	0.400863	0.487467	0.175275	0.0204009	0.0384113	0.355688	0.33952	0.00611974	0.0501172	0.022661	0.40214	0.115479	0.0574741	0.00707277	0.000422156	0.0610917	0.158454	0.401552	0.00596418	0.0667331	0.0955342	0.0944293	0.048057	0.0137382	0.148682	0.128348	0.60205	0.423899	0.472703	0.0281335	0.271429	0.00275861	0.267853	0.13422	0.227769	0.591183	1.05134	2.12971	9.764393
230	-2678.46	-2637.31	-41.1503	1.417351	7.535165	0.134578	0.0106106	0.0179997	0.00959092	0.0103037	0.005267	0.0603426	0.437964	0.0709257	0.221834	0.0155251	0.0206869	0.00693765	0.0167436	0.113762	0.0155809	0.237781	0.0638758	0.058159	0.00430596	0.134703	0.00602552	0.00228261	0.07916	0.0397694	0.00873127	0.00896898	0.00559428	0.0741337	0.000792551	0.0397021	0.00164384	0.000782383	0.228753	0.049132	0.00291433	0.0626287	0.0647662	0.0755023	0.00565149	0.0864114	0.0286117	0.449853	0.070493	0.139945	0.444063	0.441878	0.393634	0.00620549	0.0203451	0.181414	0.35758	0.00404226	0.0797606	0.0183573	0.406949	0.200445	0.02752	0.00406221	0.000398048	0.0571786	0.236609	0.393516	0.0249324	0.0707022	0.169558	0.132235	0.0811805	0.0391041	0.124971	0.092493	0.635288	0.225464	0.451208	0.00686127	0.313791	0.00807645	0.228525	0.112168	0.212268	0.574195	1.04518	2.16836	9.19024
240	-2686.19	-2627.87	-58.3168	1.58387	6.018888	0.344684	0.011537	0.0320449	0.00435473	0.0132618	0.00809057	0.104006	0.297424	0.0585987	0.687852	0.00693329	0.0184811	0.0232865	0.0301434	0.0646114	0.0154212	0.0800898	0.027637	0.0493818	0.009024	0.11783	0.00251609	0.00500303	0.0168609	0.0229083	0.00405208	0.0350645	0.00634704	0.0561853	0.000183772	0.0478906	0.00370519	0.00095826	0.215338	0.0512146	0.00166641	0.0464552	0.140896	0.134865	0.00878241	0.149015	0.130044	0.693077	0.0762495	0.0897559	0.629629	1.09311	0.305826	0.0118226	0.023319	0.15233	0.276605	0.0130487	0.0524641	0.0346707	0.472832	0.213868	0.0661806	0.00594747	0.00169786	0.0650017	0.0781119	0.37713	0.0243345	0.0410494	0.144184	0.189921	0.0882517	0.0280387	0.134628	0.346252	0.756768	0.257444	0.752257	0.0226128	0.506484	0.00660962	0.274933	0.0402009	0.237993	0.601946	1.05499	2.10507	11.43129
250	-2681.86	-2626.54	-55.3227	1.410697	7.00253	0.502022	0.0378329	0.0388293	0.00648294	0.0118895	0.0277195	0.0781389	0.366192	0.08377	0.254214	0.0111535	0.00982546	0.0134704	0.0184912	0.0837992	0.0238644	0.206872	0.0181851	0.0688908	0.00992134	0.104333	0.00152599	0.00480699	0.0203874	0.0272904	0.0173764	0.0459576	0.0116422	0.0693068	8.31914e-05	0.0713547	0.00107267	0.000705586	0.221966	0.0460428	0.00851954	0.086752	0.0817849	0.150598	0.0044417	0.179148	0.0931216	0.676832	0.125848	0.10744	0.621249	0.762688	0.511778	0.0260306	0.018185	0.321595	0.213494	0.00416018	0.0231428	0.0504368	0.693589	0.159194	0.0206917	0.00332259	0.00238105	0.0927804	0.0305221	0.408206	0.0652223	0.0456277	0.0798415	0.0853953	0.108729	0.0382396	0.0518705	0.12642	0.87068	0.368086	0.511231	0.0241735	0.340517	0.0324328	0.223248	0.137237	0.211192	0.572984	1.04472	2.17111	11.1023
260	-2678.63	-2622.21	-56.4177	1.400002	6.627169	0.405292	0.0518387	0.0181271	0.0136414	0.00740692	0.00502569	0.0757907	0.445303	0.036342	0.36583	0.00516883	0.0359727	0.0106852	0.00963454	0.0764539	0.0173326	0.283975	0.0392933	0.0842616	0.0147597	0.0952378	0.000879101	0.0083059	0.0463257	0.00844737	0.025117	0.0217501	0.00658569	0.0393702	0.000119799	0.0362921	0.00533963	0.000661444	0.249456	0.0236014	0.0169542	0.0545876	0.176445	0.0943588	0.0026947	0.16108	0.137537	0.566719	0.0981085	0.0523998	0.386874	1.01187	0.178903	0.0318825	0.0092738	0.472144	0.28529	0.0171956	0.0534778	0.0446683	0.460826	0.398562	0.00952011	0.00215871	0.00265651	0.0630813	0.0118197	0.614122	0.0582077	0.0474296	0.071492	0.136154	0.0701785	0.0288202	0.0568746	0.212004	1.13983	0.249999	0.563923	0.00765444	0.425126	0.00843916	0.0894101	0.102165	0.209453	0.571019	1.04397	2.17556	11.25254
270	-2664.41	-2614.05	-50.3665	1.626262	7.174447	0.613423	0.04382	0.00653977	0.0248675	0.00543543	0.00494032	0.0574677	0.274671	0.017061	0.496222	0.00261971	0.0444145	0.00831425	0.00412216	0.0564677	0.00480836	0.196859	0.0339387	0.089938	0.0103612	0.138756	0.00240233	0.00450454	0.0475418	0.0120963	0.00807889	0.00431839	0.00491166	0.124727	4.17357e-05	0.0342711	0.00536965	0.00264924	0.175407	0.016519	0.00453098	0.0683348	0.170619	0.075622	0.001476	0.0947868	0.0543271	0.45851	0.0871943	0.152281	0.598337	0.986106	0.431777	0.0719879	0.0135124	0.11887	0.225394	0.0133481	0.0434329	0.0427718	0.344602	0.472195	0.0509699	0.00131058	0.0241316	0.103796	0.0345801	0.364093	0.0756908	0.0640819	0.0568591	0.13788	0.0625015	0.0438491	0.136391	0.183973	0.558429	0.217631	0.668812	0.00813023	0.320444	0.0083184	0.0895005	0.0584033	0.244185	0.608307	1.05705	2.09046	10.37768
280	-2677.74	-2632.77	-44.9704	1.564193	9.142346	0.343505	0.0500484	0.00887826	0.00775678	0.0105638	0.0164777	0.028151	0.305112	0.0329728	0.324936	0.0032972	0.022129	0.00729534	0.019464	0.0407261	0.0425861	0.101512	0.0348466	0.0587921	0.0156473	0.0743401	0.00352316	0.00424822	0.102075	0.00853085	0.0238284	0.00394985	0.00242751	0.0766185	7.44515e-05	0.0484436	0.00974757	0.00686369	0.13264	0.0267196	0.0183916	0.0669764	0.127455	0.085029	0.00191957	0.254599	0.12652	0.579229	0.0765925	0.204183	0.462108	0.374997	0.415413	0.0687513	0.013222	0.186604	0.223743	0.0215591	0.00700502	0.0639218	0.460996	0.246709	0.0350515	0.00263748	0.0246245	0.143394	0.0258768	0.43904	0.0791737	0.0635118	0.147499	0.129527	0.017339	0.0417872	0.099738	0.277195	0.63778	0.3038	0.552185	0.000972702	0.301002	0.00847772	0.151035	0.0456103	0.235071	0.598904	1.05398	2.11205	9.611908
290	-2678.77	-2639.74	-39.0389	2.026972	8.547548	0.203505	0.0372159	0.0247063	0.00528306	0.0377436	0.0196146	0.0206391	0.235193	0.0149271	0.426951	0.00630048	0.0729846	0.0051587	0.00485456	0.108709	0.0415052	0.195863	0.0272099	0.0981411	0.0265938	0.22025	0.00252008	0.00145947	0.065738	0.00992803	0.00569717	0.00330001	0.00359492	0.135139	9.32501e-05	0.0673399	0.0140301	0.00296218	0.251981	0.0322888	0.00616822	0.050655	0.101265	0.07804	0.00176823	0.081807	0.0702476	0.389097	0.0688979	0.191027	0.437645	0.482758	0.196142	0.0752751	0.0284467	0.220165	0.186716	0.0328196	0.0201498	0.0272015	0.330256	0.126271	0.031008	0.00215461	0.0346765	0.0962037	0.0102802	0.424682	0.120923	0.0631486	0.0457253	0.141603	0.057862	0.0196662	0.0867608	0.0803005	0.495474	0.22964	0.536723	0.00186011	0.373087	0.0116372	0.398864	0.030332	0.296473	0.657852	1.07065	1.97502	8.92485
300	-2678.27	-2636.29	-41.9782	1.589275	8.995712	0.376508	0.0430781	0.0163838	0.00312432	0.0230276	0.0136491	0.0514826	0.465447	0.020428	0.229467	0.00402431	0.0155128	0.0226365	0.00696615	0.0652771	0.011477	0.0824257	0.0437336	0.11625	0.0424438	0.206022	0.000437032	0.00395437	0.086778	0.021773	0.00878432	0.00296627	0.0260941	0.115669	5.98264e-05	0.0458418	0.00529805	0.00225474	0.311851	0.0208225	0.0131781	0.0412976	0.12103	0.111876	0.00128477	0.0742311	0.0969869	0.451518	0.142752	0.183461	0.342891	0.528234	0.355034	0.0419693	0.0257196	0.380622	0.284771	0.0259678	0.0315788	0.0217695	0.263163	0.172493	0.00495169	0.00344116	0.0441838	0.0599727	0.0727332	0.370531	0.105534	0.0617647	0.0120486	0.0582191	0.0670141	0.041205	0.240964	0.0688441	0.606378	0.287752	0.414396	0.0126162	0.275779	0.0184728	0.21611	0.0277503	0.23879	0.602772	1.05526	2.10318	9.294438
310	-2664.38	-2613.81	-50.57	1.863335	7.727006	0.659023	0.0561443	0.0285834	0.0168941	0.0148538	0.0115178	0.096863	0.435478	0.0374487	0.343559	0.00423312	0.00727097	0.0345171	0.0022353	0.101045	0.00689684	0.117335	0.0341549	0.0976209	0.011667	0.246734	0.000851781	0.0130079	0.0358379	0.00641098	0.00609362	0.00177505	0.0470158	0.0623596	1.48163e-05	0.051756	0.0056207	0.00191543	0.153847	0.0580412	0.0206689	0.026327	0.0842297	0.07165	0.000496456	0.116943	0.138805	0.491514	0.186977	0.164142	0.545684	0.592071	0.254446	0.0237215	0.0201936	0.305081	0.175784	0.0282392	0.0225842	0.116651	0.314445	0.137641	0.00911062	0.00219942	0.309519	0.0839543	0.0189552	0.61757	0.122168	0.044763	0.0182332	0.072624	0.0184442	0.0142878	0.103257	0.085852	0.703321	0.171951	0.631873	0.0246443	0.317795	0.0239433	0.261863	0.0722456	0.276396	0.639647	1.06616	2.0178	10.37549
320	-2672.53	-2620.4	-52.1331	1.48144	7.737766	0.289769	0.0794031	0.0165736	0.0541	0.0220613	0.00620692	0.0241212	0.438857	0.0316438	0.471207	0.0100477	0.00368008	0.00871419	0.00376407	0.0845204	0.00514295	0.217334	0.0295053	0.122534	0.00484437	0.159688	0.00059086	0.0199999	0.0271229	0.00357226	0.0145326	0.00886575	0.0500874	0.0796941	5.71045e-06	0.0411376	0.0195725	0.00844197	0.191276	0.0462087	0.0275116	0.0154544	0.0764584	0.0898841	0.000241123	0.147204	0.106682	0.439509	0.145944	0.174137	0.896268	0.710511	0.135031	0.00334508	0.0592212	0.0640824	0.234435	0.0365675	0.0107907	0.107737	0.325663	0.337802	0.00225406	0.00850474	0.352933	0.0974178	0.0209734	0.582729	0.0669898	0.0656967	0.00616685	0.137954	0.021235	0.0298691	0.189506	0.119187	0.726968	0.239173	0.468226	0.0668666	0.325407	0.0157447	0.318222	0.0250282	0.222441	0.585438	1.04931	2.14281	10.62636
330	-2672.63	-2628.57	-44.0656	1.917082	9.390908	0.169053	0.0590277	0.0106002	0.0389146	0.0275915	0.0140267	0.0300713	0.306496	0.0893017	0.325858	0.0107338	0.00773428	0.00844502	0.00234521	0.0532902	0.0116795	0.114903	0.0642712	0.069925	0.00289834	0.128427	0.00186969	0.0125201	0.0499304	0.0108246	0.0250358	0.0298012	0.0293649	0.0587622	6.56605e-06	0.045765	0.0315012	0.00571137	0.187485	0.0535874	0.00884375	0.0949794	0.0460921	0.0677226	0.000539661	0.164678	0.142827	0.427403	0.138821	0.178188	0.503598	0.766184	0.237784	0.00556172	0.0493729	0.233442	0.26049	0.0490054	0.012846	0.0808291	0.299613	0.289542	0.00288331	0.0292438	0.205572	0.0456135	0.021253	0.381861	0.0366799	0.100963	0.0235095	0.105393	0.0475409	0.0246699	0.122895	0.126569	0.81966	0.174573	0.41557	0.0531246	0.262031	0.0083726	0.26654	0.0233008	0.283172	0.645896	1.06777	2.00316	9.443939
340	-2661.21	-2619.81	-41.3915	1.571909	7.506251	0.203762	0.0513602	0.00649258	0.0282346	0.0204062	0.0271976	0.0300117	0.327562	0.0912372	0.459674	0.0112489	0.00754679	0.0148502	0.00340801	0.0915897	0.00588161	0.0728353	0.0186738	0.0671564	0.0101823	0.268554	0.0035043	0.00866035	0.0618744	0.00971694	0.0140194	0.0289445	0.0246075	0.0516229	1.78595e-05	0.0551571	0.0287427	0.00807387	0.175813	0.0299289	0.00503464	0.0367165	0.0820257	0.0515659	0.000471579	0.162897	0.156725	0.423218	0.0819867	0.177316	0.726671	0.952992	0.181074	0.00789686	0.0464266	0.0769296	0.218626	0.0184289	0.00310063	0.025298	0.345082	0.0923427	0.00238713	0.0373635	0.20776	0.0828652	0.0805148	0.390137	0.0347838	0.0529091	0.0307916	0.0377403	0.0169655	0.0184229	0.0886604	0.100732	0.665366	0.264712	0.379157	0.0182608	0.230111	0.0202101	0.216603	0.0296659	0.23622	0.600104	1.05438	2.1093	9.197492
350	-2666.78	-2614.49	-52.2867	1.417005	7.698413	0.683621	0.0356847	0.00281467	0.0148441	0.00443407	0.022111	0.0520287	0.414598	0.0276247	0.349187	0.00865403	0.0105949	0.0109448	0.00580217	0.0698776	0.00275247	0.107883	0.0136539	0.06748	0.0086544	0.292741	0.00914305	0.00466383	0.0894858	0.0192562	0.0168343	0.00953849	0.0146188	0.0335646	2.4167e-05	0.0481489	0.0224479	0.0162016	0.214611	0.0323503	0.0160698	0.0810417	0.0849218	0.0756272	0.00130435	0.13986	0.0928892	0.556762	0.101447	0.150587	0.687923	0.924072	0.304621	0.00583392	0.0173058	0.0661746	0.313769	0.00977094	0.00271875	0.0182873	0.191065	0.0925659	0.000998914	0.0226726	0.206801	0.1091	0.0882095	0.644653	0.0462916	0.0700874	0.0239547	0.104527	0.00652219	0.0164424	0.101439	0.0817493	1.06394	0.229566	0.464783	0.0237404	0.351642	0.0125431	0.297478	0.0190622	0.212212	0.574132	1.04515	2.1685	10.6577
360	-2673.6	-2624.27	-49.3324	1.827439	7.482396	0.557739	0.00484943	0.000933179	0.0101264	0.002602	0.0297837	0.0710585	0.40664	0.072266	0.41482	0.012291	0.00824046	0.0034195	0.00610368	0.0867739	0.0077185	0.186763	0.0359519	0.230762	0.0116977	0.19629	0.0234833	0.00531892	0.0941594	0.0266296	0.00823396	0.016187	0.0468768	0.050506	2.79072e-05	0.0631606	0.0270216	0.0101647	0.223259	0.0280464	0.010684	0.0344171	0.0656485	0.0328501	0.00482594	0.130976	0.120235	0.593006	0.111111	0.188464	0.274272	0.793138	0.371133	0.00710889	0.0150984	0.183326	0.198121	0.00858118	0.00422028	0.0138725	0.155541	0.188611	0.000937818	0.0170584	0.359439	0.145863	0.0219595	0.40394	0.0992048	0.0429067	0.158423	0.0812216	0.0148435	0.00254711	0.140398	0.117659	0.36818	0.324637	0.55241	0.00735166	0.586262	0.0133817	0.264575	0.0126332	0.271768	0.635313	1.065	2.02791	10.22098
370	-2674.01	-2624.91	-49.1006	1.399212	7.832691	0.595725	0.0236352	0.00208709	0.0172168	0.00347884	0.0274458	0.0830264	0.40664	0.0318952	0.365033	0.0227974	0.0243628	0.0037588	0.00436216	0.16096	0.0445031	0.161027	0.049264	0.148861	0.031531	0.189148	0.0332125	0.00790862	0.0454012	0.0102704	0.0112874	0.0345522	0.0409194	0.0657011	1.99618e-05	0.0312033	0.0148699	0.00345471	0.255687	0.0288852	0.0114663	0.026963	0.0644033	0.0380021	0.00315598	0.106157	0.219016	0.412476	0.0775755	0.0818637	0.350776	0.956091	0.384444	0.00548351	0.0157329	0.0711169	0.334738	0.00310759	0.00203612	0.0787563	0.212373	0.21012	0.00323479	0.0748274	0.335801	0.0778433	0.026303	0.486432	0.065099	0.0395474	0.10997	0.190655	0.00458953	0.00177905	0.147217	0.175977	0.428495	0.237209	0.520792	0.0057135	0.428707	0.0128921	0.202173	0.0202299	0.209325	0.570873	1.04391	2.17589	10.24147
380	-2676.25	-2630.06	-46.1881	1.456819	8.778821	0.527452	0.0311683	0.000462631	0.00882576	0.0121307	0.00670237	0.108791	0.404576	0.0363235	0.369577	0.0165278	0.0201464	0.00120864	0.00904468	0.0898834	0.0235451	0.0878782	0.0964469	0.0806361	0.0248705	0.181028	0.0179622	0.0081688	0.0338514	0.00834355	0.0214474	0.0458088	0.0382541	0.121405	5.38729e-05	0.0292249	0.012324	0.00278242	0.346484	0.0741964	0.00570882	0.0300783	0.119071	0.109467	0.00602304	0.129058	0.146129	0.5039	0.135738	0.0895665	0.300928	0.601217	0.184008	0.00791567	0.0110212	0.186262	0.350462	0.00301284	0.0026033	0.0640015	0.214643	0.149516	0.00790669	0.0767644	0.463345	0.0982029	0.200285	0.356425	0.0315808	0.0726996	0.201933	0.115519	0.00599924	0.00225582	0.095586	0.203281	0.166985	0.233014	0.54661	0.0115104	0.29945	0.0129443	0.292845	0.0610119	0.218574	0.581208	1.04778	2.15244	9.804018
390	-2665.48	-2622.22	-43.2646	1.360848	8.596256	0.489112	0.0171497	0.00379387	0.0210457	0.0110148	0.00239709	0.0642304	0.298923	0.0618466	0.186781	0.00895255	0.00882086	0.00177842	0.0055994	0.0919068	0.0125994	0.216618	0.0104118	0.0285617	0.0161476	0.183832	0.00770654	0.011299	0.0308933	0.0169655	0.0088047	0.0542813	0.0205787	0.0797795	6.20363e-05	0.0421965	0.0125461	0.000948677	0.241098	0.0633885	0.00710271	0.0347126	0.117916	0.0877329	0.00693449	0.156919	0.110616	0.321319	0.0632519	0.134806	0.599129	0.594767	0.52584	0.00276226	0.0122338	0.360865	0.244011	0.00116684	0.00827553	0.0412446	0.149571	0.253307	0.00579956	0.0185965	0.214811	0.0569505	0.364824	0.318781	0.0409234	0.0419138	0.0755608	0.0975252	0.0115199	0.00197872	0.144882	0.203684	0.332529	0.207887	0.514406	0.0223845	0.309356	0.0284155	0.236215	0.0789264	0.203004	0.563627	1.04109	2.19228	9.494423
400	-2659.61	-2620.68	-38.9308	1.186274	10.56046	0.347523	0.0539041	0.00147704	0.0236386	0.0140648	0.00439178	0.0502922	0.424753	0.040472	0.232933	0.0033531	0.00834763	0.00220061	0.00991126	0.038879	0.0225575	0.0987273	0.0142958	0.0328502	0.0145661	0.136918	0.00396266	0.00384707	0.0676108	0.0106683	0.0163884	0.0350168	0.0212887	0.0504733	1.60499e-05	0.0448828	0.00933933	0.00215812	0.197697	0.0251991	0.0107315	0.0155375	0.124109	0.0565858	0.00538191	0.157854	0.0524266	0.528068	0.0727495	0.282315	0.429061	0.988081	0.132802	0.00778416	0.0136411	0.29507	0.222327	0.00317446	0.00832271	0.0178713	0.297364	0.0470872	0.00559131	0.0224019	0.206993	0.0719496	0.0894597	0.391857	0.0137986	0.06037	0.0834543	0.102953	0.00823212	0.00655221	0.172469	0.0977626	0.360089	0.313638	0.428208	0.0170788	0.22094	0.0100096	0.260964	0.0591948	0.172557	0.526379	1.02511	2.27595	8.836914
410	-2651.43	-2620.31	-31.1194	1.64686	9.863102	0.203522	0.0223414	0.00633074	0.0199577	0.00625573	0.00202778	0.0388033	0.300146	0.0536979	0.47196	0.0161867	0.0102001	0.0113346	0.00664709	0.0573906	0.0120266	0.123248	0.00701224	0.0435116	0.00321639	0.260343	0.00339026	0.00602141	0.107821	0.00592655	0.0208156	0.059313	0.0227557	0.0589008	3.38218e-05	0.0414648	0.0114283	0.00255347	0.22035	0.0505646	0.0104619	0.0118253	0.106905	0.0664622	0.00801024	0.0940033	0.095431	0.40122	0.121246	0.132505	0.569194	0.606946	0.0726162	0.00294042	0.021446	0.0837853	0.237015	0.00781385	0.0137425	0.0282567	0.294317	0.0509093	0.0142465	0.0235115	0.167879	0.0380065	0.0577823	0.205384	0.0482973	0.0304442	0.0588227	0.129117	0.0404305	0.00165607	0.100778	0.0733327	0.424053	0.190353	0.41454	0.0104693	0.282145	0.00317776	0.366591	0.0844169	0.247144	0.611306	1.058	2.08355	8.089986
420	-2671.82	-2629.19	-42.6251	2.226618	8.139003	0.411194	0.0188817	0.0112677	0.0166673	0.00362565	0.00489195	0.0286398	0.336518	0.0186737	0.299926	0.0253095	0.00828054	0.0139623	0.00429772	0.0470478	0.00806019	0.189145	0.00953975	0.119568	0.00673604	0.0994069	0.00477569	0.00664909	0.0555412	0.00963729	0.0185088	0.0686992	0.0276954	0.0939816	0.000114907	0.0249329	0.0100358	0.00659773	0.230261	0.0454086	0.0382425	0.0117737	0.126444	0.0862226	0.00690845	0.136971	0.0862904	0.388193	0.136049	0.165901	0.5243	0.740413	0.403932	0.00220729	0.0154938	0.140438	0.258459	0.0275502	0.115252	0.030117	0.255255	0.0718699	0.00891638	0.0235169	0.323767	0.174693	0.0751532	0.193166	0.0385754	0.0766857	0.0733901	0.10149	0.0631956	0.00315647	0.141996	0.0943287	0.450408	0.229659	0.381797	0.0150094	0.350659	0.00246714	0.392579	0.0562052	0.318904	0.677134	1.07475	1.92921	9.323577
430	-2664.88	-2620.77	-44.1028	2.097362	7.376309	0.261835	0.0377782	0.0101926	0.00960063	0.00355482	0.0102843	0.0450886	0.441398	0.0158918	0.453516	0.0217144	0.0196518	0.0263117	0.00687149	0.0502526	0.0149155	0.122431	0.0155187	0.0653441	0.0100134	0.197102	0.00644089	0.00499075	0.0709521	0.00904703	0.0261194	0.0352842	0.0421145	0.0689109	5.38934e-05	0.0529407	0.00976142	0.00505832	0.295231	0.0495252	0.0177232	0.0296432	0.0818568	0.0424016	0.00247386	0.180296	0.144453	0.577629	0.0827251	0.162136	0.590278	0.99466	0.450022	0.00111124	0.0169365	0.149143	0.172616	0.0289579	0.0850993	0.0309419	0.255062	0.126936	0.0194887	0.0166609	0.228835	0.0918138	0.279877	0.130328	0.0393895	0.0357527	0.113905	0.0625267	0.0100554	0.00576215	0.10147	0.0839002	0.465455	0.226252	0.343633	0.0185749	0.268461	0.000327528	0.168465	0.0226235	0.304626	0.664983	1.07225	1.95815	9.472356
440	-2676.81	-2625.78	-51.0304	1.827737	6.608841	0.578865	0.022267	0.0169453	0.00509484	0.00219091	0.0164863	0.0342807	0.221525	0.0643145	0.4202	0.00817911	0.0246362	0.00783404	0.006395	0.137134	0.0266541	0.274979	0.0097034	0.0915523	0.00534236	0.127148	0.00435012	0.014477	0.0688014	0.00556042	0.0118785	0.09189	0.0515563	0.0375797	0.000210387	0.0120082	0.0113346	0.00450236	0.332437	0.0602711	0.0209389	0.00913712	0.11873	0.1125	0.00296327	0.112156	0.0634481	0.441925	0.138695	0.106027	0.422238	0.784967	0.443464	0.00436128	0.00330396	0.183918	0.341969	0.0866048	0.0372218	0.0464425	0.308807	0.144534	0.0346885	0.0086121	0.197042	0.0588804	0.272805	0.178777	0.0730498	0.09919	0.10503	0.123514	0.011667	0.0038223	0.132604	0.200309	0.629058	0.319676	0.567793	0.039877	0.357161	0.000655583	0.174849	0.0393159	0.271807	0.635349	1.06501	2.02783	10.37131
450	-2675.85	-2631.19	-44.6629	1.978047	7.650427	0.64275	0.0236677	0.00791877	0.0177312	0.00891055	0.0518809	0.0377941	0.342549	0.0220784	0.397169	0.00720067	0.015185	0.00673955	0.00617988	0.100969	0.060464	0.125623	0.00508207	0.124792	0.00640898	0.0774652	0.00407998	0.0171946	0.0508591	0.00939499	0.0280044	0.0850928	0.0164727	0.0699812	0.000873004	0.0232078	0.0125214	0.00251239	0.265788	0.043346	0.0444963	0.00966664	0.0513399	0.182664	0.00138237	0.119479	0.0754659	0.490565	0.129009	0.187425	0.521202	0.533524	0.232493	0.00674237	0.00570677	0.154173	0.341969	0.0407375	0.0285439	0.0877719	0.359362	0.222474	0.029238	0.0120507	0.0918144	0.129185	0.234213	0.226731	0.154489	0.0472409	0.0874696	0.08524	0.0115393	0.00660345	0.133497	0.148416	0.182577	0.203655	0.662848	0.0376212	0.251022	0.00130904	0.276757	0.033776	0.29064	0.652659	1.06943	1.98727	9.591373
